_id,place_id,name,html_notes
813,282,family,"Our Children's guide (ages 7-12; £2) and Senses Trail (ages 3-6; 50p) are available from the shop.
Visitors in buggies are very welcome; there is level access to the exhibition area and shop; a portable ramp (max 300kg) is available for access to the chapel.
Although we don't have a changing table, a nappy bin is available in our unisex visitor toilet."
814,282,accessibility,"Accessible parking is available at the rear of the garden – please call us on 01635 278394 or email sandham@nationaltrust.org.uk in advance of your visit for more information.
There is a step free route from the accessible parking area – all garden paths are of gravel or brick.
There is level access to the exhibition cottage and visitor toilet from the back of the building.
A portable ramp is (max 300kg) is available for access to the chapel.
There are three stone steps with no handrail to enter the chapel.
A portable hearing loop is available.
Our visitor toilet is fully accessible."
815,284,general,"Parking at the rear of the museum, operated by Borough Council is available at weekends (pay and display). Other parking available near to the museum, town centre and historic quayside
For more information, including admission prices visit www.museums.norfolk.gov.uk/elizabethan-house
Close to Great Yarmouth town centre and seafront attractions. Visit http://www.great-yarmouth.co.uk/default.aspx for more details"
816,284,family,"Pushchairs and baby back-carriers admitted
Activity-packed toy room for children and hands-on activities
Tudor costumes to try on"
817,284,accessibility,"Level entrance. Ground floor has 1 step to kitchen and 1 step to back garden. Stairs to other floors
DVD virtual tour available for less mobile visitors"
818,285,general,"Limited parking at Abinger Roughs car park. No parking available at Netley woods
Local amenities in the nearby villages of Abinger Hammer, Gomshall and Shere 
There are no toilets on this site
Dogs are welcome; please keep them on leads when livestock are grazing. Dog waste bins are provided at Abinger Roughs car park 
Picnic tables near Abinger Roughs car park"
819,285,family,"Great open spaces for family enjoyment - picnics and walking
Natural play area
Information boards located at Abinger Rough car park and Netley Woods
Guided walks and events for families and children"
820,285,accessibility,"Accessible parking at Abinger Roughs car park. There is no parking available near Netley Woods
Many paths are smooth and fairly level, but there's a steep climb to Netley woods
There are benches near the open vistas on the Roughs and in Netley Woods"
821,287,general,"The Glen River trail is one of the more popular routes in the Mournes leading to the summit of Slieve Donard, providing spectacular views from the summit and access into the Inner Mournes
Bloody Bridge and the Mourne Coastal Path is a accredited quality walk. Information is available from www.walkni.com
Free parking at Donard Car Park, Main Street Newcastle (not National Trust). Also suitable for coaches. Additional free parking available at Bloody Bridge (also not National Trust)
Toilets located at Donard Car Park and Bloody Bridge Car Park
Picnic areas located at Donard Car Park and Bloody Bridge Car Park
Various pubs can be found in Newcastle, OHares Lounge Bars being the closest.
Dogs must be kept under strict control as the site is grazed by sheep
ATV Quads and scramblers not permitted
Metal detecting not permitted
Murlough Cottage, at nearby Dundrum sleeps 2/3
Murlough Gate Lodge also in Dundrum, located on the edge of Murlough NNR, Dundrum sleeps 4"
822,287,family,
823,287,accessibility,"There is disabled parking in Donard Car Park
Mobility toilets located at Donard Car Park and Bloody Bridge Car Park
Rough forest and mountain tracks, steep in places, parts of the mountain section have been pitched with stone
ATV quads and scramblers not permitted
Metal detecting not permitted"
824,286,general,"All National Trust fields that are grazed by sheep are DOG FREE ZONES. Further details and map of where dogs are allowed can be found elsewhere on this website. Assistance dogs on a lead are welcome.
English Heritage manage the stone circle, visitor shuttle and visitor centre exhibition. These are free to ordinary National Trust England members (but not affiliate memberships). Please bring your membership card with you to the ticket kiosk and show it BEFORE you order your tickets.  Ideally, we advise that you pre-book your tickets online at www.english-heritage.org.uk/visit/places/stonehenge (please note this does not apply to National Trust staff cards).
A visitor shuttle service from the English Heritage visitor centre includes an optional stop at Fargo woodland (National Trust), which is a great place to explore and enjoy a picnic - under a mile to Stonehenge
English Heritage Pay and Display car park at Stonehenge visitor centre is free to Trust members if a pre-booked ticket holder. Please note that if you have not booked ahead you may not be guaranteed a parking space (particularly on weekends and during peak season). Limited parking at Woodhenge car park (free)
Café at Stonehenge visitor centre (English Heritage)
Toilets located at the Stonehenge visitor centre (English Heritage)
Stone circle audio guide available for ticket holders
Dogs are not permitted in some areas of the Stonehenge Landscape, see below for further information.
Much of the Stonehenge Landscape is part of a grassland reversion scheme to encourage a more natural chalkland habitat, please do not pick, allow children to play with, or eat wild plants."
